obs_id,dataset,group_id,session_id,trial_id,window_id,dyad_id,condition,null_task,label,feature_set,K,f001,f002,f003,f004,f005,f006
G05_R010,demo_primary,G05,S01,10,feedback,pair23,real,time_shift,1,raw_topk,6,0.5233233862702726,0.21376229846911932,0.8937708269022585,1.0439780359161324,0.3939301978073111,0.5110454949328913
G05_N010,demo_primary,G05,S01,10,feedback,pair23,null,time_shift,0,raw_topk,6,0.9266589230302991,0.13860512594824423,0.5622604223307092,0.9404128564395923,0.4206847180090074,0.49580338733131435
G05_R011,demo_primary,G05,S01,11,feedback,pair23,real,time_shift,1,raw_topk,6,0.5671715891802612,0.33805365407072624,0.6465329497932987,0.9588260364717083,0.5113402941435499,0.6079329625035644
G05_N011,demo_primary,G05,S01,11,feedback,pair23,null,time_shift,0,raw_topk,6,0.47892999668567426,0.532652608188608,0.8135174068804952,0.7338232850994288,0.6362406380969611,0.6444349069467527
G06_R000,demo_primary,G06,S01,0,feedback,pair23,real,time_shift,1,raw_topk,6,0.4459324999734122,0.5643578573892916,0.7506267585338346,0.3638928470756052,0.41533111462175226,0.5620675889388866
G06_N000,demo_primary,G06,S01,0,feedback,pair23,null,time_shift,0,raw_topk,6,0.26333841143974773,0.336231431361006,0.6586139074513722,0.04890269981425216,0.6571663175232881,0.2814211329779211
G06_R001,demo_primary,G06,S01,1,feedback,pair23,real,time_shift,1,raw_topk,6,0.2019948902692139,0.9620606243166314,0.4540329067505057,0.562664396557896,0.43088064510649954,0.6595007595828487
G06_N001,demo_primary,G06,S01,1,feedback,pair23,null,time_shift,0,raw_topk,6,0.4455224357649483,0.42643049207504746,0.6594848015752381,0.1863198051027562,0.5116672842030594,0.8369186970134175
G06_R002,demo_primary,G06,S01,2,feedback,pair23,real,time_shift,1,raw_topk,6,0.3908120299886906,0.6172274050842048,0.859235693598961,0.5969863600024259,0.3178659402022954,0.40526516842203614
G06_N002,demo_primary,G06,S01,2,feedback,pair23,null,time_shift,0,raw_topk,6,0.5794382200611319,0.5060426929539046,0.38809133182926575,0.44071929948804484,0.4091930549395909,0.4776697307907441
G06_R003,demo_primary,G06,S01,3,feedback,pair23,real,time_shift,1,raw_topk,6,0.3648510768296602,0.7020172151551414,0.7692216696004662,0.2740074739448352,0.4819700317204793,0.22444257312028007
G06_N003,demo_primary,G06,S01,3,feedback,pair23,null,time_shift,0,raw_topk,6,0.16022988505634084,0.20311632601911006,0.2566934171968441,0.5492240501206,0.12750513592552815,0.37860610772905723
G06_R004,demo_primary,G06,S01,4,feedback,pair23,real,time_shift,1,raw_topk,6,0.150520061347596,0.5233815672126244,0.7263956898071197,0.9930992567627245,0.4705599034192763,0.3053112035427484
G06_N004,demo_primary,G06,S01,4,feedback,pair23,null,time_shift,0,raw_topk,6,0.3091777491328055,0.6727681533798493,0.6930109171993865,-0.0647268241412961,-0.08510098676636366,0.6872526540006981
G06_R005,demo_primary,G06,S01,5,feedback,pair23,real,time_shift,1,raw_topk,6,0.8588368666513487,0.5741443239874029,0.34551214035383665,0.5664836709167324,0.32346002537763946,0.671750085002898
G06_N005,demo_primary,G06,S01,5,feedback,pair23,null,time_shift,0,raw_topk,6,0.08707733081106026,0.4534532348760078,0.5655249858110577,0.32120954791735584,0.06926551353244477,0.19377213914251604
G06_R006,demo_primary,G06,S01,6,feedback,pair23,real,time_shift,1,raw_topk,6,0.5470985909958601,0.8366498412540089,0.5430087306118141,0.4301736446547655,0.5706680209341262,0.8289331051752103
G06_N006,demo_primary,G06,S01,6,feedback,pair23,null,time_shift,0,raw_topk,6,0.09078898891961709,0.25630006710940045,0.29541853310008037,0.6643691391202358,0.5277177814587697,0.6207421582302352
G06_R007,demo_primary,G06,S01,7,feedback,pair23,real,time_shift,1,raw_topk,6,0.32767988865644987,0.6217851561731852,0.7394692014564862,0.6338699006158419,0.7106158888787018,0.47131307590191257
G06_N007,demo_primary,G06,S01,7,feedback,pair23,null,time_shift,0,raw_topk,6,0.281333741976561,0.22206849425905664,0.24327102021721767,0.17426374282973417,0.6490298549336364,0.6732211157242681
G06_R008,demo_primary,G06,S01,8,feedback,pair23,real,time_shift,1,raw_topk,6,0.47341155620442976,0.7528352776837738,0.8483199336641942,0.5331808130506834,0.4305180718926798,0.6236493931656795
G06_N008,demo_primary,G06,S01,8,feedback,pair23,null,time_shift,0,raw_topk,6,0.4228162364623773,0.8646060569367229,0.4969014641341997,0.7086967203048525,0.35353127580281357,0.3415851802169123
G06_R009,demo_primary,G06,S01,9,feedback,pair23,real,time_shift,1,raw_topk,6,0.550320114818508,0.5520382968523068,0.454434371388652,0.46195606732604577,0.32771468119664804,0.6588838924831578
G06_N009,demo_primary,G06,S01,9,feedback,pair23,null,time_shift,0,raw_topk,6,0.3909645229773185,0.4787216476119535,0.4563012426280986,0.344722462455726,0.4394228459848014,0.6721940979775839
G06_R010,demo_primary,G06,S01,10,feedback,pair23,real,time_shift,1,raw_topk,6,0.3548246032911958,0.58910575743806,0.577415048866907,0.48336281916367874,0.6100092690931611,0.7864353804317537
G06_N010,demo_primary,G06,S01,10,feedback,pair23,null,time_shift,0,raw_topk,6,0.41333033709596345,0.578533076053438,0.6466091333818244,0.4544562303095531,0.4940296901906095,0.30418805364792073
G06_R011,demo_primary,G06,S01,11,feedback,pair23,real,time_shift,1,raw_topk,6,0.22140684340367306,0.48530896198110635,0.5154678819229848,0.7070134205715571,0.7775017864791438,0.4449703743917596
G06_N011,demo_primary,G06,S01,11,feedback,pair23,null,time_shift,0,raw_topk,6,0.6485806685102935,0.7945112569016458,0.45872895377623174,0.3329847513401716,0.12054768522529814,0.5347350499856153
G07_R000,demo_primary,G07,S01,0,feedback,pair23,real,time_shift,1,raw_topk,6,0.47378236053169276,0.5086616664851829,0.8819966354648378,0.28106348128173697,0.6554701132400116,0.3460563890789763
G07_N000,demo_primary,G07,S01,0,feedback,pair23,null,time_shift,0,raw_topk,6,0.7908299468111558,0.4792455863175301,0.17218139751843392,0.03212131525755968,-0.1273976228841706,0.5232862107454122
G07_R001,demo_primary,G07,S01,1,feedback,pair23,real,time_shift,1,raw_topk,6,0.3078794685446469,0.5575502317983633,0.3161887515429293,0.7085621934992439,0.6095668911514118,0.4243311810716208
G07_N001,demo_primary,G07,S01,1,feedback,pair23,null,time_shift,0,raw_topk,6,0.44480487138784136,0.5501428829744509,0.5915923479365771,0.24799870231273802,0.5927863754001627,0.5811661516445416
G07_R002,demo_primary,G07,S01,2,feedback,pair23,real,time_shift,1,raw_topk,6,0.5461900459738762,0.3295493561914374,0.6876618345507644,0.4934288636469265,0.645718467032491,0.7516602845304348
G07_N002,demo_primary,G07,S01,2,feedback,pair23,null,time_shift,0,raw_topk,6,0.41273994107538947,0.3762831814747788,0.3496924295589503,0.47672232708671486,0.5095806265890233,0.23769081273420994
G07_R003,demo_primary,G07,S01,3,feedback,pair23,real,time_shift,1,raw_topk,6,0.7938739740196531,0.6203950972850815,1.0694875523121585,0.5618017935807224,0.5621353921490121,0.6993684731596866
G07_N003,demo_primary,G07,S01,3,feedback,pair23,null,time_shift,0,raw_topk,6,0.28331431127713347,0.3685138559853911,0.7054578698800414,0.39523764043788595,0.7744528017894278,0.1647963713499612
G07_R004,demo_primary,G07,S01,4,feedback,pair23,real,time_shift,1,raw_topk,6,0.7188031674972561,0.4842399760279299,0.49441049075577503,0.5199093011544688,0.3847157347826063,0.7473583071303966
G07_N004,demo_primary,G07,S01,4,feedback,pair23,null,time_shift,0,raw_topk,6,0.281511897958815,0.342476910064439,0.3994034150359543,0.5025489838238151,0.60126632655475,0.4178069404405587
G07_R005,demo_primary,G07,S01,5,feedback,pair23,real,time_shift,1,raw_topk,6,0.6407564231281566,0.3747176234031716,0.6318398608260247,0.7828470840592139,0.2841289053954977,0.6344126386277922
G07_N005,demo_primary,G07,S01,5,feedback,pair23,null,time_shift,0,raw_topk,6,0.4896436300652185,0.5157978290170827,0.2891099611244361,0.6070497756373265,0.627900684979856,0.8232089257442402
G07_R006,demo_primary,G07,S01,6,feedback,pair23,real,time_shift,1,raw_topk,6,0.4182667605874514,0.6008335550857414,0.9221762120705365,0.9849290151342521,0.7475677807141141,0.6550570835578179
G07_N006,demo_primary,G07,S01,6,feedback,pair23,null,time_shift,0,raw_topk,6,0.1659426465201625,0.40115681863599695,0.5091112126363424,0.0994863209853346,0.2169554405223448,0.3843824380746593
G07_R007,demo_primary,G07,S01,7,feedback,pair23,real,time_shift,1,raw_topk,6,0.4690334267197951,0.6845012522073709,0.3278501503176378,0.16657966896671036,0.29426654742141933,0.6129326662049518
G07_N007,demo_primary,G07,S01,7,feedback,pair23,null,time_shift,0,raw_topk,6,0.7681002537205887,0.5203595318450093,0.41183301272740874,0.3466821453120963,0.32906983419841646,1.0478831468730385
G07_R008,demo_primary,G07,S01,8,feedback,pair23,real,time_shift,1,raw_topk,6,0.3267963168874154,0.48889842103255204,0.6370011073523699,0.3406049943060647,0.49172682899592246,0.3345870960766303
G07_N008,demo_primary,G07,S01,8,feedback,pair23,null,time_shift,0,raw_topk,6,0.6394067164433417,0.2727404264184823,0.31624661671128923,0.3632685918903144,0.36095693121273037,0.3724822525963833
G07_R009,demo_primary,G07,S01,9,feedback,pair23,real,time_shift,1,raw_topk,6,0.6043681023448043,0.6143020115589011,0.5724831461545407,0.6350237905414691,0.6259680831501035,0.5757910179267978
G07_N009,demo_primary,G07,S01,9,feedback,pair23,null,time_shift,0,raw_topk,6,0.5103746656943872,0.2361478469607351,0.28152798437174875,0.6546392431334623,0.5399033932038927,0.2944278060387107
G07_R010,demo_primary,G07,S01,10,feedback,pair23,real,time_shift,1,raw_topk,6,0.6339682260380901,0.5158989009574245,1.0106005947592986,0.8514233384585194,0.5882536866839385,0.6188724943224626
G07_N010,demo_primary,G07,S01,10,feedback,pair23,null,time_shift,0,raw_topk,6,0.1435333390557276,0.45345379772752153,0.1651891838391379,0.4483518024397453,0.2609506360637896,0.1629106922106531
G07_R011,demo_primary,G07,S01,11,feedback,pair23,real,time_shift,1,raw_topk,6,0.49519024919352816,0.3622389208773362,0.5650949503999906,0.3329656038215667,0.6527388396100887,0.5647561902911548
G07_N011,demo_primary,G07,S01,11,feedback,pair23,null,time_shift,0,raw_topk,6,0.27476000864896144,0.6304404456892284,0.42144932318598305,0.5896922834427492,0.6864590141620588,0.29589584961984405
G08_R000,demo_primary,G08,S01,0,feedback,pair23,real,time_shift,1,raw_topk,6,0.41737931085213215,0.31564680299541176,0.7686747703814099,0.45814564830976445,0.6036025134572567,0.14082321750407295
G08_N000,demo_primary,G08,S01,0,feedback,pair23,null,time_shift,0,raw_topk,6,0.7307260645167597,0.6804752483515764,0.6350149083338277,0.32347436261051543,0.5611855278136559,0.34384791530224346
G08_R001,demo_primary,G08,S01,1,feedback,pair23,real,time_shift,1,raw_topk,6,0.770887037295071,0.6303659522814133,0.8390393916794561,0.470586249904736,0.3178194360460123,0.15859142826906603
G08_N001,demo_primary,G08,S01,1,feedback,pair23,null,time_shift,0,raw_topk,6,0.5712501084688045,0.5361122686248732,0.4473404370368182,0.5694672036832714,0.23187120931030225,0.5661952830956949
G08_R002,demo_primary,G08,S01,2,feedback,pair23,real,time_shift,1,raw_topk,6,0.8401094987225506,0.42511633018489964,0.8763036667946404,0.9930700055735203,0.7958292786598135,0.47659577079481175
G08_N002,demo_primary,G08,S01,2,feedback,pair23,null,time_shift,0,raw_topk,6,0.4234189727634125,0.3636214245084458,0.3748399738565521,0.8356681275071316,0.8888006916670853,0.01442688735500966
G08_R003,demo_primary,G08,S01,3,feedback,pair23,real,time_shift,1,raw_topk,6,1.0402745240036662,0.644129332288174,1.006157362181106,0.9590221860832095,0.47341571709675345,0.22090958493718466
G08_N003,demo_primary,G08,S01,3,feedback,pair23,null,time_shift,0,raw_topk,6,0.5537963173055912,0.6618701629166356,0.7566435751921418,0.6310959263815134,0.4100303571937513,0.11868719281794635
G08_R004,demo_primary,G08,S01,4,feedback,pair23,real,time_shift,1,raw_topk,6,0.6716035155745034,0.68459662676993,0.701595323930438,0.8451358525250772,0.532440337947097,0.09271301432278378
G08_N004,demo_primary,G08,S01,4,feedback,pair23,null,time_shift,0,raw_topk,6,0.35251494614196477,0.36189400826884033,0.7410460558610829,0.4523944096586527,0.4647213288569191,0.42241996198332044
G08_R005,demo_primary,G08,S01,5,feedback,pair23,real,time_shift,1,raw_topk,6,0.674125506984493,0.6650776494187731,1.0046949742074742,0.6620502669811869,0.4363254396379772,0.26147688030533023
G08_N005,demo_primary,G08,S01,5,feedback,pair23,null,time_shift,0,raw_topk,6,0.4874442021717021,0.49724812285731995,0.5568535799490598,0.6502190052303813,0.4238698599545987,0.2320583076270182
G08_R006,demo_primary,G08,S01,6,feedback,pair23,real,time_shift,1,raw_topk,6,0.6555790925729009,0.772557697090621,0.7704942815140048,0.794091969555166,0.515658803520427,0.16907050391421974
G08_N006,demo_primary,G08,S01,6,feedback,pair23,null,time_shift,0,raw_topk,6,0.5424018632062207,0.6077639310813822,0.7266483706006747,0.6650166491030509,0.162025025993194,0.42435765483288934
G08_R007,demo_primary,G08,S01,7,feedback,pair23,real,time_shift,1,raw_topk,6,0.8525039793010604,0.2919032030933539,0.3189322035713197,0.12401236595660761,0.2005433742105187,0.4287646379026382
G08_N007,demo_primary,G08,S01,7,feedback,pair23,null,time_shift,0,raw_topk,6,0.6159709534333725,0.5895010343268177,0.562122772234551,0.611033622609332,0.3312097451633251,0.06592235284850892
G08_R008,demo_primary,G08,S01,8,feedback,pair23,real,time_shift,1,raw_topk,6,0.5854180193126772,0.7480757643233599,0.8087875422964816,0.7793324724133386,0.1813283027286875,0.5127004813784852
G08_N008,demo_primary,G08,S01,8,feedback,pair23,null,time_shift,0,raw_topk,6,0.2269978024398296,0.44526343127812845,0.2208883027668751,0.4538729416675889,0.44015429291297187,0.09293468560888243
G08_R009,demo_primary,G08,S01,9,feedback,pair23,real,time_shift,1,raw_topk,6,0.9325073092600004,0.5764216243647438,0.39442480755567155,0.4549071115323288,0.48829835198569405,0.6951101301939829
G08_N009,demo_primary,G08,S01,9,feedback,pair23,null,time_shift,0,raw_topk,6,0.6931705030346106,0.26504330039192914,0.5842211917567123,0.29642533729237297,0.7313489583995357,0.6016973285810088
G08_R010,demo_primary,G08,S01,10,feedback,pair23,real,time_shift,1,raw_topk,6,0.8407580485647234,0.6705267295273513,0.8302335853004037,0.5019654003591789,0.6576849471934705,0.2711053536351962
G08_N010,demo_primary,G08,S01,10,feedback,pair23,null,time_shift,0,raw_topk,6,0.4526416556601537,0.44874755514593817,0.3437966678546064,0.5294674390593522,0.6807128526664836,0.4630835730087455
G08_R011,demo_primary,G08,S01,11,feedback,pair23,real,time_shift,1,raw_topk,6,0.7641916204267186,1.0276428871708592,0.8017145282887876,0.5455758281207989,0.7691808114730936,0.45318380416272197
G08_N011,demo_primary,G08,S01,11,feedback,pair23,null,time_shift,0,raw_topk,6,0.7209188550309213,0.558150926151351,0.5123686970599381,0.8712626632441478,0.333065173291254,0.08462964092341468
G09_R000,demo_primary,G09,S01,0,feedback,pair23,real,time_shift,1,raw_topk,6,0.9189491998064185,0.8962263922082524,0.01848630562921355,0.5148134811352335,0.7116817339572629,0.44390618550877436
G09_N000,demo_primary,G09,S01,0,feedback,pair23,null,time_shift,0,raw_topk,6,0.8751479501005058,0.5548804824393807,0.25944840525684293,0.5844992345593845,0.20266008792601523,0.3147385989461219
G09_R001,demo_primary,G09,S01,1,feedback,pair23,real,time_shift,1,raw_topk,6,0.9559087941770379,0.7959786849565696,0.024770413375423905,0.29749860514753007,0.144460516038515,0.7820238871747045
G09_N001,demo_primary,G09,S01,1,feedback,pair23,null,time_shift,0,raw_topk,6,0.7055054907660085,0.7167474420902923,-0.047821133936319024,0.3494516186847861,0.6331863130265817,0.38977531352779876
G09_R002,demo_primary,G09,S01,2,feedback,pair23,real,time_shift,1,raw_topk,6,0.8041377760006931,0.6196662767757082,0.6426891140117172,0.811192684944941,0.38847283378649855,0.4611872947524216
G09_N002,demo_primary,G09,S01,2,feedback,pair23,null,time_shift,0,raw_topk,6,0.5985693362515432,0.4133830172874701,0.3569856828689866,0.44418337442900335,0.21921435711801932,0.16284712562374898
G09_R003,demo_primary,G09,S01,3,feedback,pair23,real,time_shift,1,raw_topk,6,0.9741539388352354,0.4313199084628022,0.16814022577175364,0.8952205562024922,0.5061597224558673,0.48199477913364797
G09_N003,demo_primary,G09,S01,3,feedback,pair23,null,time_shift,0,raw_topk,6,0.312774311091799,0.6596449493484439,0.3184195843784342,0.7759039461814146,0.2089620462226844,0.4699270301484836
G09_R004,demo_primary,G09,S01,4,feedback,pair23,real,time_shift,1,raw_topk,6,1.2086675718977877,0.720045312524161,0.2725093620333045,0.5552176654996505,0.5529598927922595,0.654796892510442
G09_N004,demo_primary,G09,S01,4,feedback,pair23,null,time_shift,0,raw_topk,6,0.3695131771217617,0.7064192653106927,0.06821214948328877,0.9340894504197179,0.12751198688187723,0.20866107058020067
G09_R005,demo_primary,G09,S01,5,feedback,pair23,real,time_shift,1,raw_topk,6,0.6918880903200875,0.5556773126272067,0.22684924878292168,0.7091843801949119,0.6136706556437603,0.7927104139341813
G09_N005,demo_primary,G09,S01,5,feedback,pair23,null,time_shift,0,raw_topk,6,0.538330186912141,0.45137305832892954,0.17525554627958367,0.3966066080139354,0.21965086586269497,0.1814770694602203
G09_R006,demo_primary,G09,S01,6,feedback,pair23,real,time_shift,1,raw_topk,6,0.876298802155937,1.0752539079747738,0.14839930417021535,0.628355962636358,0.38203171789977275,0.5819260875477176
G09_N006,demo_primary,G09,S01,6,feedback,pair23,null,time_shift,0,raw_topk,6,0.9354131099777091,0.672267585270855,0.08307220163308307,0.5873230069852227,0.22608330545541153,0.30716612814413086
G09_R007,demo_primary,G09,S01,7,feedback,pair23,real,time_shift,1,raw_topk,6,0.9154642219043869,0.7925465240401832,0.4773827892942471,0.788588572671205,0.3424399247086797,0.6330123681133628
G09_N007,demo_primary,G09,S01,7,feedback,pair23,null,time_shift,0,raw_topk,6,0.5125066286638984,0.5051775796700122,0.1551631307005869,0.02614113503469212,0.5360512001551271,0.4905404074819196
G09_R008,demo_primary,G09,S01,8,feedback,pair23,real,time_shift,1,raw_topk,6,0.8739799980890408,0.9535639755185098,0.27202948431323276,0.48626482992307396,0.6932909912852577,0.5080372070278811
G09_N008,demo_primary,G09,S01,8,feedback,pair23,null,time_shift,0,raw_topk,6,0.7292790120516632,0.35974345193037227,0.14870665282001555,0.2893579825822703,0.5156887148126169,0.3058972410579349
G09_R009,demo_primary,G09,S01,9,feedback,pair23,real,time_shift,1,raw_topk,6,0.8287637139318147,0.8532832857455541,0.3008925647542717,0.4610440801216698,0.19000775536895564,0.6901648627050677
G09_N009,demo_primary,G09,S01,9,feedback,pair23,null,time_shift,0,raw_topk,6,0.3936263097826479,0.39647832764652546,0.456587414667185,0.49056872105943494,0.09838577065451054,0.14725215472368786
G09_R010,demo_primary,G09,S01,10,feedback,pair23,real,time_shift,1,raw_topk,6,0.9337229332316483,0.5989902970639787,0.2611300550454378,0.7069507136234725,0.6758367828502394,0.29616017364197467
G09_N010,demo_primary,G09,S01,10,feedback,pair23,null,time_shift,0,raw_topk,6,0.5862944231687766,0.46423591055096924,0.10404536315932783,0.3136241567104628,-0.07120557436012212,0.7389923059886606
G09_R011,demo_primary,G09,S01,11,feedback,pair23,real,time_shift,1,raw_topk,6,0.8327075506301591,0.4907405179498132,0.6036454365012349,0.8663613084091614,0.5211183620756058,0.5723333478500299
G09_N011,demo_primary,G09,S01,11,feedback,pair23,null,time_shift,0,raw_topk,6,0.635272391943211,0.5628187312476893,0.3366245224755913,0.42908182539597756,0.3657433065602753,0.6029524020672112
