obs_id,dataset,group_id,session_id,trial_id,window_id,dyad_id,condition,null_task,label,feature_set,K,f001,f002,f003,f004
G07_N001,demo_primary,G07,S01,1,feedback,pair23,null,time_shift,0,raw_topk,4,0.43383699320957525,0.22330384757679034,0.4013822278217662,0.35348075783940824
G07_R002,demo_primary,G07,S01,2,feedback,pair23,real,time_shift,1,raw_topk,4,0.5445533107066692,0.34284844477349663,0.6378032604782748,0.6822735795476049
G07_N002,demo_primary,G07,S01,2,feedback,pair23,null,time_shift,0,raw_topk,4,0.18994492324254442,0.3105092900178531,0.5213341646722914,0.6600963594268631
G07_R003,demo_primary,G07,S01,3,feedback,pair23,real,time_shift,1,raw_topk,4,0.38676486868649457,0.5220057208216502,0.9920216193017403,0.8186761694011881
G07_N003,demo_primary,G07,S01,3,feedback,pair23,null,time_shift,0,raw_topk,4,0.10865009774000012,0.158991067519998,0.6288088483899693,0.3822711458383196
G07_R004,demo_primary,G07,S01,4,feedback,pair23,real,time_shift,1,raw_topk,4,0.45178769350636216,0.4962124543879329,0.7345442930814603,0.6649629935246946
G07_N004,demo_primary,G07,S01,4,feedback,pair23,null,time_shift,0,raw_topk,4,0.48778758654206034,0.5467237793096251,0.7332645227587233,0.5159635460890833
G07_R005,demo_primary,G07,S01,5,feedback,pair23,real,time_shift,1,raw_topk,4,0.5624160872692907,0.36188997546076157,0.3068382073051449,0.546816638118508
G07_N005,demo_primary,G07,S01,5,feedback,pair23,null,time_shift,0,raw_topk,4,0.6248392680873671,0.8148016440086203,0.5529373683265253,0.530828843847972
G07_R006,demo_primary,G07,S01,6,feedback,pair23,real,time_shift,1,raw_topk,4,0.2544376961938609,0.9401970844108821,0.3096561349816511,0.3910259235375807
G07_N006,demo_primary,G07,S01,6,feedback,pair23,null,time_shift,0,raw_topk,4,0.47613254933101556,0.29482675900637695,0.3217890206915641,0.26061059910550016
G07_R007,demo_primary,G07,S01,7,feedback,pair23,real,time_shift,1,raw_topk,4,0.7994097985444778,0.39559270468659874,0.8762206146421013,0.7345149595065221
G07_N007,demo_primary,G07,S01,7,feedback,pair23,null,time_shift,0,raw_topk,4,0.6835111419656802,0.54730657517215,0.20415730501713353,0.5141511996521717
G07_R008,demo_primary,G07,S01,8,feedback,pair23,real,time_shift,1,raw_topk,4,0.33166868909480735,0.7291917113435352,0.3690265384403021,0.42709772545033853
G07_N008,demo_primary,G07,S01,8,feedback,pair23,null,time_shift,0,raw_topk,4,0.2847292744048401,0.4758183658614519,0.12913287318954708,0.4520635608049303
G07_R009,demo_primary,G07,S01,9,feedback,pair23,real,time_shift,1,raw_topk,4,0.2794273146243114,0.5594173886736179,0.8625240546227162,0.666448885127655
G07_N009,demo_primary,G07,S01,9,feedback,pair23,null,time_shift,0,raw_topk,4,0.31341443721545875,0.44673742534458893,-0.08037561082644742,0.08480752582147809
G07_R010,demo_primary,G07,S01,10,feedback,pair23,real,time_shift,1,raw_topk,4,0.6628620757272604,0.37661043598230115,0.9388049287326495,0.4301502860127282
G07_N010,demo_primary,G07,S01,10,feedback,pair23,null,time_shift,0,raw_topk,4,0.6792267955238279,0.15342265095792582,0.570624419096918,0.16721786994291538
G07_R011,demo_primary,G07,S01,11,feedback,pair23,real,time_shift,1,raw_topk,4,0.6301001569222336,0.42667747765486747,0.7372346521556117,0.6971485463174563
G07_N011,demo_primary,G07,S01,11,feedback,pair23,null,time_shift,0,raw_topk,4,0.4637652930980116,0.5076356606776693,0.396201207566065,0.5213185130636154
G08_R000,demo_primary,G08,S01,0,feedback,pair23,real,time_shift,1,raw_topk,4,0.9078877738901694,0.48522697697132255,0.5290448798336184,0.5698901028695105
G08_N000,demo_primary,G08,S01,0,feedback,pair23,null,time_shift,0,raw_topk,4,0.39754815134534616,0.37537058886341024,0.45876469136457876,0.5767067604160556
G08_R001,demo_primary,G08,S01,1,feedback,pair23,real,time_shift,1,raw_topk,4,0.8857782199365557,0.6483415645984225,0.3756056189806064,0.9728707588313549
G08_N001,demo_primary,G08,S01,1,feedback,pair23,null,time_shift,0,raw_topk,4,0.66007443297626,0.24576776717067636,0.26795320450904364,0.5217619069362989
G08_R002,demo_primary,G08,S01,2,feedback,pair23,real,time_shift,1,raw_topk,4,0.6924178978324087,0.6473596747083399,0.9414250519731276,0.654595615044733
G08_N002,demo_primary,G08,S01,2,feedback,pair23,null,time_shift,0,raw_topk,4,0.4191240483920219,0.48885747521481854,0.3138988297588691,0.739777296696179
G08_R003,demo_primary,G08,S01,3,feedback,pair23,real,time_shift,1,raw_topk,4,0.9265009373236734,0.6859821773345276,0.4316828051080507,0.7419519656653658
G08_N003,demo_primary,G08,S01,3,feedback,pair23,null,time_shift,0,raw_topk,4,0.3999186774282782,0.19267575540049617,0.6843442319060083,0.5855503761092391
G08_R004,demo_primary,G08,S01,4,feedback,pair23,real,time_shift,1,raw_topk,4,1.0367402774208148,0.514679352416852,1.0380502406145014,0.7229243226438371
G08_N004,demo_primary,G08,S01,4,feedback,pair23,null,time_shift,0,raw_topk,4,0.43781265559470717,0.7113443519805447,0.3057742115303858,0.7517833808223991
G08_R005,demo_primary,G08,S01,5,feedback,pair23,real,time_shift,1,raw_topk,4,0.9143357049494389,0.3549521006631759,0.6132396496003438,0.9172220332220657
G08_N005,demo_primary,G08,S01,5,feedback,pair23,null,time_shift,0,raw_topk,4,0.6341617616965007,0.49420605952133184,0.5644690267873141,0.540665544020281
G08_R006,demo_primary,G08,S01,6,feedback,pair23,real,time_shift,1,raw_topk,4,0.5389907285659035,0.7019341024820829,0.5591890969043388,0.8618456756926126
G08_N006,demo_primary,G08,S01,6,feedback,pair23,null,time_shift,0,raw_topk,4,0.15746918285355807,0.5027190633199893,0.3043446955608228,0.5664696652143713
G08_R007,demo_primary,G08,S01,7,feedback,pair23,real,time_shift,1,raw_topk,4,0.8230069451055892,0.8804815908060575,0.7145832401747867,0.7048619520937477
G08_N007,demo_primary,G08,S01,7,feedback,pair23,null,time_shift,0,raw_topk,4,0.3662875814548509,0.6174749390064499,0.26622244874167983,0.5286102686435811
G08_R008,demo_primary,G08,S01,8,feedback,pair23,real,time_shift,1,raw_topk,4,0.7420988287781426,0.6951590060963535,0.875794682611917,0.7201894901090384
G08_N008,demo_primary,G08,S01,8,feedback,pair23,null,time_shift,0,raw_topk,4,0.5166717608965279,0.34151895802436477,0.5609118522372271,0.4367742993184409
G08_R009,demo_primary,G08,S01,9,feedback,pair23,real,time_shift,1,raw_topk,4,0.8441972852280613,0.5021270603222905,0.7255851236573728,0.5442854869133749
G08_N009,demo_primary,G08,S01,9,feedback,pair23,null,time_shift,0,raw_topk,4,0.6326317537233929,0.23338831010536773,0.432894240066467,0.6768828993029526
G08_R010,demo_primary,G08,S01,10,feedback,pair23,real,time_shift,1,raw_topk,4,0.6529357151769983,0.3911124460579396,0.9234558835534885,0.7429935776396711
G08_N010,demo_primary,G08,S01,10,feedback,pair23,null,time_shift,0,raw_topk,4,0.7258252939990705,0.7035184678013303,0.5155160763447351,0.14590808219822685
G08_R011,demo_primary,G08,S01,11,feedback,pair23,real,time_shift,1,raw_topk,4,0.7542430096330678,0.4763213169472932,0.5712592674798558,0.7683548558116083
G08_N011,demo_primary,G08,S01,11,feedback,pair23,null,time_shift,0,raw_topk,4,0.2884859188472143,0.2712564370118699,0.5286906005187788,0.5101696835968844
G09_R000,demo_primary,G09,S01,0,feedback,pair23,real,time_shift,1,raw_topk,4,0.6843867983797044,0.5912712111733786,0.6687672150938841,0.8047907189615003
G09_N000,demo_primary,G09,S01,0,feedback,pair23,null,time_shift,0,raw_topk,4,0.5004391372291926,0.48750919262641934,0.07141752231064982,0.5938594542826378
G09_R001,demo_primary,G09,S01,1,feedback,pair23,real,time_shift,1,raw_topk,4,0.584938959365133,0.6270155305508499,0.8182840198600064,0.7699950273316173
G09_N001,demo_primary,G09,S01,1,feedback,pair23,null,time_shift,0,raw_topk,4,0.5659578040575892,0.2994580078898116,0.12012428483532184,0.4849482350305898
G09_R002,demo_primary,G09,S01,2,feedback,pair23,real,time_shift,1,raw_topk,4,0.807475722596265,0.6810090633308331,0.3956471000734201,0.6821446273325338
G09_N002,demo_primary,G09,S01,2,feedback,pair23,null,time_shift,0,raw_topk,4,0.36798197018772577,0.41863029913680233,0.2810038296976156,0.6995820309689157
G09_R003,demo_primary,G09,S01,3,feedback,pair23,real,time_shift,1,raw_topk,4,0.8320764499636438,0.7435207114252683,0.7345869750742067,0.5729366032733756
G09_N003,demo_primary,G09,S01,3,feedback,pair23,null,time_shift,0,raw_topk,4,0.7588891462743442,0.48248214616300494,0.2708499890625774,0.744885577107217
G09_R004,demo_primary,G09,S01,4,feedback,pair23,real,time_shift,1,raw_topk,4,0.517703372797197,0.9173842276412518,0.7051341339031544,0.6376796024371587
G09_N004,demo_primary,G09,S01,4,feedback,pair23,null,time_shift,0,raw_topk,4,0.4388182973605463,0.4200341397115061,0.41751114532704625,0.9977138791376255
G09_R005,demo_primary,G09,S01,5,feedback,pair23,real,time_shift,1,raw_topk,4,0.7386590258428711,0.6388347661113615,0.25846624749310626,0.5498124468268624
G09_N005,demo_primary,G09,S01,5,feedback,pair23,null,time_shift,0,raw_topk,4,0.3466663119282872,0.15195101162630195,0.2635475484021992,0.484453343434062
G09_R006,demo_primary,G09,S01,6,feedback,pair23,real,time_shift,1,raw_topk,4,0.9918072353246209,0.4701332048434717,0.554540318045651,0.836341634715748
G09_N006,demo_primary,G09,S01,6,feedback,pair23,null,time_shift,0,raw_topk,4,0.36717237638867817,0.5138469694305403,0.5260545139048122,0.8141672615004487
G09_R007,demo_primary,G09,S01,7,feedback,pair23,real,time_shift,1,raw_topk,4,0.3965783301326068,0.8613706840096114,0.650853035383805,0.9236456401071292
G09_N007,demo_primary,G09,S01,7,feedback,pair23,null,time_shift,0,raw_topk,4,0.4890722262898658,0.37147746292017747,0.4064780942591548,0.5699419679180202
G09_R008,demo_primary,G09,S01,8,feedback,pair23,real,time_shift,1,raw_topk,4,0.7548241609143719,0.5671769500274807,0.45698597993782364,0.7734379991249187
G09_N008,demo_primary,G09,S01,8,feedback,pair23,null,time_shift,0,raw_topk,4,0.3191041029363826,0.45382387972585175,0.4090104728611734,0.6727799841347192
G09_R009,demo_primary,G09,S01,9,feedback,pair23,real,time_shift,1,raw_topk,4,0.5148060188798462,0.6543405595432937,0.6017156046586737,0.6095446331983446
G09_N009,demo_primary,G09,S01,9,feedback,pair23,null,time_shift,0,raw_topk,4,0.6056909102675931,0.18531265240500008,0.16210390820896414,0.5839147504422634
G09_R010,demo_primary,G09,S01,10,feedback,pair23,real,time_shift,1,raw_topk,4,0.4490167798891828,0.7837922707439882,0.5141287218933615,0.4801817454186098
G09_N010,demo_primary,G09,S01,10,feedback,pair23,null,time_shift,0,raw_topk,4,0.6368394433581666,0.16562965536230484,0.36621925571949987,0.8711285353483526
G09_R011,demo_primary,G09,S01,11,feedback,pair23,real,time_shift,1,raw_topk,4,0.9679346669548017,0.44356895665209756,0.5994745467426085,0.7310857267173434
G09_N011,demo_primary,G09,S01,11,feedback,pair23,null,time_shift,0,raw_topk,4,0.6638940906759738,0.04439878793276646,0.3709547828998858,0.282160453947201
